,Date,Month,Day,Time,Escooter Trip Distance Total (km),Escooter Trip Duration Total(mins),Escooter Total Trips,Temperature_F,Humidity%,Wind_Speed_kn,Precipitation (mm),Total Traffic Incidents,Number of Bus Trips,Number of Rail Trips,Taxi Trip Distance (km),Taxi Total Trips
582,2020-09-11,September,Friday,08:00:00,315.613,1226.25,137,63.0,77.61,9.071428571428571,0.0,22.0,323815,172643,2229.31,276
583,2020-09-11,September,Friday,09:00:00,289.273,1869.05,132,63.0,80.76,10.166666666666666,0.0,29.0,323815,172643,1480.47,234
584,2020-09-11,September,Friday,10:00:00,319.409,1896.3833,156,63.0,80.76,9.428571428571429,0.0,45.0,323815,172643,3012.82,515
585,2020-09-11,September,Friday,11:00:00,662.507,3340.7333,249,63.0,80.76,9.583333333333334,0.0,27.0,323815,172643,2315.13,326
586,2020-09-11,September,Friday,12:00:00,634.372,3912.1,273,63.0,83.42,9.857142857142858,0.0,50.0,323815,172643,3206.48,532
587,2020-09-11,September,Friday,13:00:00,946.704,5714.35,395,62.8,82.96000000000001,8.923076923076923,0.0719976551724138,30.0,323815,172643,2007.8,315
588,2020-09-11,September,Friday,14:00:00,1078.422,6336.5167,380,63.0,86.77,8.142857142857142,0.0719976551724138,44.0,323815,172643,4009.21,627
589,2020-09-11,September,Friday,15:00:00,1460.801,7747.9333,524,62.1,89.57,8.75,0.0719976551724138,35.0,323815,172643,2346.44,358
590,2020-09-11,September,Friday,16:00:00,1960.584,11298.75,667,63.0,83.42,9.571428571428571,0.0719976551724138,60.0,323815,172643,4675.91,610
591,2020-09-11,September,Friday,17:00:00,2408.4,14149.4833,815,63.5,81.98,9.923076923076923,0.0,48.0,323815,172643,2411.4,363
592,2020-09-11,September,Friday,18:00:00,2752.239,15596.0333,937,64.9,78.05,9.142857142857142,0.0,44.0,323815,172643,3446.53,529
593,2020-09-11,September,Friday,19:00:00,2253.973,14112.9667,854,66.45,76.94,8.307692307692308,0.0,16.0,323815,172643,1727.8,263
594,2020-09-11,September,Friday,20:00:00,2033.375,12250.5333,765,66.9,75.74,7.285714285714286,0.0,32.0,323815,172643,3663.84,338
595,2020-09-11,September,Friday,21:00:00,1891.792,11656.6833,681,68.0,72.92,8.833333333333334,0.0,24.0,323815,172643,1137.75,132
596,2020-09-11,September,Friday,22:00:00,29.719,177.9167,7,68.0,72.92,7.933333333333334,0.0,25.0,323815,172643,1471.36,211
597,2020-09-12,September,Saturday,01:00:00,0.769,4.5667,1,69.1,73.03,8.583333333333334,0.0,16.0,213040,118325,308.13,55
598,2020-09-12,September,Saturday,04:00:00,10.65,18.4833,2,68.0,67.86,9.214285714285714,0.0,15.0,213040,118325,172.38,27
599,2020-09-12,September,Saturday,05:00:00,121.495,678.0167,47,66.9,70.49,7.0,0.0,8.0,213040,118325,165.28,22
600,2020-09-12,September,Saturday,06:00:00,119.056,668.15,54,66.9,72.81,8.142857142857142,0.0719976551724138,22.0,213040,118325,373.12,48
601,2020-09-12,September,Saturday,07:00:00,235.195,1398.6333,105,66.0,75.12,9.416666666666666,0.0719976551724138,6.0,213040,118325,318.51,37
602,2020-09-12,September,Saturday,08:00:00,312.284,1397.75,134,64.9,81.19,8.357142857142858,0.0,8.0,213040,118325,1113.77,127
603,2020-09-12,September,Saturday,09:00:00,167.134,826.65,74,64.9,81.19,7.583333333333333,0.0,21.0,213040,118325,1073.94,122
604,2020-09-12,September,Saturday,10:00:00,224.926,1081.2833,106,64.9,81.19,7.857142857142857,0.0,25.0,213040,118325,1901.72,287
605,2020-09-12,September,Saturday,11:00:00,316.782,1560.1333,138,64.0,89.97,8.76923076923077,0.0,17.0,213040,118325,1264.6,200
606,2020-09-12,September,Saturday,12:00:00,576.266,3534.0333,249,64.9,87.18,8.071428571428571,0.0,61.0,213040,118325,1861.26,303
607,2020-09-12,September,Saturday,13:00:00,1040.512,6255.5333,447,66.0,83.91,5.0,0.0,32.0,213040,118325,1555.46,233
608,2020-09-12,September,Saturday,14:00:00,1132.443,6964.8667,460,64.65,93.72,5.866666666666666,1.7357,65.0,213040,118325,2669.05,333
609,2020-09-12,September,Saturday,15:00:00,1575.986,9417.9333,600,65.63333333333334,91.22000000000001,7.857142857142857,2.0711,46.0,213040,118325,1264.67,194
610,2020-09-12,September,Saturday,16:00:00,1727.718,9726.25,695,66.0,93.26,8.642857142857142,1.0551,50.0,213040,118325,2491.76,343
611,2020-09-12,September,Saturday,17:00:00,2358.065,13647.6333,830,66.9,93.29,8.5,0.9652,39.0,213040,118325,1703.66,223
612,2020-09-12,September,Saturday,18:00:00,2250.089,13921.7333,844,69.1,89.86,8.8,0.0,29.0,213040,118325,2279.66,364
613,2020-09-12,September,Saturday,19:00:00,1936.384,11352.75,712,70.0,87.14,8.833333333333334,0.0719976551724138,27.0,213040,118325,1072.82,167
614,2020-09-12,September,Saturday,20:00:00,1908.394,11544.1,656,71.1,88.265,8.333333333333334,0.0719976551724138,31.0,213040,118325,2023.94,281
615,2020-09-12,September,Saturday,21:00:00,1533.94,9936.1333,604,71.1,89.94,9.416666666666666,0.0719976551724138,21.0,213040,118325,661.3100000000001,104
616,2020-09-12,September,Saturday,22:00:00,5.831,86.1,2,72.0,87.24,8.857142857142858,0.0719976551724138,22.0,213040,118325,1100.86,185
617,2020-09-13,September,Sunday,04:00:00,5.51,17.1333,1,68.0,81.41,7.785714285714286,0.0,22.0,183881,104162,111.27,20
618,2020-09-13,September,Sunday,05:00:00,89.153,692.75,40,64.9,87.18,4.833333333333333,0.0,8.0,183881,104162,159.12,13
619,2020-09-13,September,Sunday,06:00:00,124.691,497.8333,41,63.0,90.25,4.214285714285714,0.0,10.0,183881,104162,181.84,27
620,2020-09-13,September,Sunday,07:00:00,202.503,973.2667,88,63.0,90.25,3.1666666666666665,0.0,2.0,183881,104162,306.28000000000003,36
621,2020-09-13,September,Sunday,08:00:00,383.792,2183.7167,163,64.0,87.14,5.142857142857143,0.0,12.0,183881,104162,752.95,77
622,2020-09-13,September,Sunday,09:00:00,711.67,4015.0333,276,64.0,87.14,7.083333333333333,0.2032,8.0,183881,104162,952.77,92
623,2020-09-13,September,Sunday,10:00:00,1251.276,6452.0667,517,63.0,86.77,5.428571428571429,0.254,22.0,183881,104162,1857.43,201
624,2020-09-13,September,Sunday,11:00:00,1950.62,10119.1833,754,62.1,86.11,4.5,0.0,12.0,183881,104162,1309.37,149
625,2020-09-13,September,Sunday,12:00:00,2115.53,11846.25,734,61.0,89.52,5.0,0.0,15.0,183881,104162,1960.57,269
626,2020-09-13,September,Sunday,13:00:00,2271.544,14467.75,822,63.0,83.42,7.166666666666667,0.0,32.0,183881,104162,1566.39,190
627,2020-09-13,September,Sunday,14:00:00,2928.381,19191.8,912,64.9,75.56,8.285714285714286,0.0,48.0,183881,104162,2760.83,338
628,2020-09-13,September,Sunday,15:00:00,3558.893,22989.1,1111,66.9,65.56,9.833333333333334,0.0,24.0,183881,104162,1460.99,179
629,2020-09-13,September,Sunday,16:00:00,3283.299,21808.8167,1085,70.0,56.82,8.428571428571429,0.0,60.0,183881,104162,2500.47,344
630,2020-09-13,September,Sunday,17:00:00,3572.358,23586.2167,1093,71.1,54.73,7.0,0.0,26.0,183881,104162,2017.08,198
631,2020-09-13,September,Sunday,18:00:00,3562.066,24566.1833,1204,71.1,52.96,6.214285714285714,0.0,27.0,183881,104162,3592.38,332
632,2020-09-13,September,Sunday,19:00:00,2845.689,19463.3167,1006,73.9,49.79,5.363636363636363,0.0,16.0,183881,104162,2545.98,218
633,2020-09-13,September,Sunday,20:00:00,2199.269,14573.6333,735,75.9,46.57,5.214285714285714,0.0,43.0,183881,104162,3538.1,298
634,2020-09-13,September,Sunday,21:00:00,1335.717,8762.9167,499,73.9,55.53,6.833333333333333,0.0,27.0,183881,104162,1293.2,126
635,2020-09-13,September,Sunday,22:00:00,0.063,2.7,1,72.0,59.2,8.0,0.0,32.0,183881,104162,1721.23,170
636,2020-09-14,September,Monday,05:00:00,68.86,260.7333,29,64.0,77.97,0.0,0.0,2.0,314508,159479,276.31,27
637,2020-09-14,September,Monday,06:00:00,163.585,734.7667,80,62.1,83.36,0.0,0.0,3.0,314508,159479,690.17,93
638,2020-09-14,September,Monday,07:00:00,258.831,1195.5167,123,61.0,86.67,0.0,0.0,2.0,314508,159479,927.13,100
639,2020-09-14,September,Monday,08:00:00,352.184,1358.7833,146,59.0,89.44,0.42857142857142855,0.0,18.0,314508,159479,2453.1,294
640,2020-09-14,September,Monday,09:00:00,357.466,1960.8,146,59.0,89.44,0.16666666666666666,0.0,17.0,314508,159479,1807.68,263
641,2020-09-14,September,Monday,10:00:00,528.444,2766.35,200,57.9,90.04,0.0,0.0,24.0,314508,159479,3037.97,468
642,2020-09-14,September,Monday,11:00:00,735.217,3635.5,265,57.9,90.04,0.0,0.0,13.0,314508,159479,1509.17,283
643,2020-09-14,September,Monday,12:00:00,706.625,4146.2167,296,57.9,90.04,0.0,0.0,33.0,314508,159479,3106.6,485
644,2020-09-14,September,Monday,13:00:00,821.624,5255.5,322,60.1,85.99,0.6666666666666666,0.0,32.0,314508,159479,1993.93,318
645,2020-09-14,September,Monday,14:00:00,1112.539,6017.5667,403,64.0,77.97,1.2857142857142858,0.0,29.0,314508,159479,3693.03,545
646,2020-09-14,September,Monday,15:00:00,1762.531,9581.1333,567,66.9,75.74,2.3333333333333335,0.0,39.0,314508,159479,2146.25,311
647,2020-09-14,September,Monday,16:00:00,2187.441,12310.7667,655,68.55,71.565,3.466666666666667,0.0,57.0,314508,159479,3127.06,534
648,2020-09-14,September,Monday,17:00:00,2283.814,12183.1667,727,69.55,66.475,4.230769230769231,0.0,57.0,314508,159479,2258.17,294
649,2020-09-14,September,Monday,18:00:00,1913.176,12401.6167,716,72.0,61.15,3.1538461538461537,0.0,35.0,314508,159479,2897.93,426
650,2020-09-14,September,Monday,19:00:00,1700.66,11583.85,626,73.9,53.36,5.0,0.0,24.0,314508,159479,1744.41,232
651,2020-09-14,September,Monday,20:00:00,1348.503,8780.6667,502,73.9,53.36,5.285714285714286,0.0,38.0,314508,159479,2498.06,288
652,2020-09-14,September,Monday,21:00:00,918.34,5471.6833,372,73.9,49.79,5.75,0.0,13.0,314508,159479,975.13,139
653,2020-09-15,September,Tuesday,05:00:00,61.173,212.4167,30,64.0,83.78,3.0833333333333335,0.0,3.0,323465,166872,367.25,31
654,2020-09-15,September,Tuesday,06:00:00,277.702,923.0,90,63.0,86.77,2.5714285714285716,0.0,9.0,323465,166872,608.26,90
655,2020-09-15,September,Tuesday,07:00:00,284.677,1328.2333,123,63.0,80.76,4.25,0.0,24.0,323465,166872,746.18,91
656,2020-09-15,September,Tuesday,08:00:00,423.019,2223.3667,168,62.1,80.11,4.857142857142857,0.0,27.0,323465,166872,2298.49,303
657,2020-09-15,September,Tuesday,09:00:00,421.059,2123.7167,184,61.0,83.29,4.916666666666667,0.0,18.0,323465,166872,1440.53,233
658,2020-09-15,September,Tuesday,10:00:00,597.558,3285.7,229,60.1,83.23,5.214285714285714,0.0,15.0,323465,166872,3085.02,480
659,2020-09-15,September,Tuesday,11:00:00,967.951,5491.8333,334,60.1,80.25,5.166666666666667,0.0,17.0,323465,166872,2153.93,337
660,2020-09-15,September,Tuesday,12:00:00,1132.617,6391.4667,419,59.0,83.46,5.785714285714286,0.0,40.0,323465,166872,3680.15,545
661,2020-09-15,September,Tuesday,13:00:00,1253.442,7221.05,428,61.0,77.72,6.166666666666667,0.0,37.0,323465,166872,2447.29,366
662,2020-09-15,September,Tuesday,14:00:00,1387.971,8074.7333,483,63.0,72.42,8.428571428571429,0.0,45.0,323465,166872,3641.53,614
663,2020-09-15,September,Tuesday,15:00:00,1759.385,11267.2167,578,66.9,65.56,9.083333333333334,0.0,33.0,323465,166872,2145.12,361
664,2020-09-15,September,Tuesday,16:00:00,2110.247,11859.4167,716,70.0,56.82,9.714285714285714,0.0,44.0,323465,166872,3066.01,522
665,2020-09-15,September,Tuesday,17:00:00,2830.423,16604.6833,890,73.0,53.23,10.083333333333334,0.0,36.0,323465,166872,2173.66,351
666,2020-09-15,September,Tuesday,18:00:00,2474.781,14542.1167,861,73.9,49.79,9.642857142857142,0.0,36.0,323465,166872,3338.89,466
667,2020-09-15,September,Tuesday,19:00:00,2302.971,15153.85,846,75.9,46.57,10.166666666666666,0.0,25.0,323465,166872,1790.07,253
668,2020-09-15,September,Tuesday,20:00:00,1687.182,11050.7167,617,77.0,44.9,8.714285714285714,0.0,30.0,323465,166872,2173.77,290
669,2020-09-15,September,Tuesday,21:00:00,1636.666,9086.65,541,78.1,44.9,9.416666666666666,0.0,28.0,323465,166872,720.98,103
670,2020-09-15,September,Tuesday,22:00:00,34.204,136.4,3,78.1,44.9,8.642857142857142,0.0,18.0,323465,166872,1244.29,135
671,2020-09-16,September,Wednesday,05:00:00,86.206,400.15,32,66.9,58.74,6.083333333333333,0.0,4.0,323500,171467,356.06,28
672,2020-09-16,September,Wednesday,06:00:00,315.787,1392.7333,104,64.0,62.85,5.428571428571429,0.0,9.0,323500,171467,723.6,85
673,2020-09-16,September,Wednesday,07:00:00,360.489,1773.75,156,63.0,65.09,6.0,0.0,11.0,323500,171467,815.88,103
674,2020-09-16,September,Wednesday,08:00:00,459.601,2477.9,182,63.0,65.09,5.714285714285714,0.0,26.0,323500,171467,2161.69,310
675,2020-09-16,September,Wednesday,09:00:00,531.064,2681.3,213,61.0,69.86,5.166666666666667,0.0,12.0,323500,171467,1691.3,252
676,2020-09-16,September,Wednesday,10:00:00,775.855,4067.4,289,61.0,69.86,5.285714285714286,0.0,31.0,323500,171467,2812.27,487
677,2020-09-16,September,Wednesday,11:00:00,823.892,4125.0333,310,60.1,72.13,4.416666666666667,0.0,28.0,323500,171467,1784.67,319
678,2020-09-16,September,Wednesday,12:00:00,1186.259,6261.25,395,60.1,74.57,6.928571428571429,0.0,40.0,323500,171467,3244.11,522
679,2020-09-16,September,Wednesday,13:00:00,1245.638,6979.1667,464,62.1,69.46,9.75,0.0,27.0,323500,171467,2146.33,332
680,2020-09-16,September,Wednesday,14:00:00,1414.482,8749.1167,516,64.9,67.76,10.0,0.0,63.0,323500,171467,3710.63,591
681,2020-09-16,September,Wednesday,15:00:00,1760.677,11273.7667,611,68.0,65.22,10.25,0.0,41.0,323500,171467,2183.97,347
682,2020-09-16,September,Wednesday,16:00:00,2091.896,12892.85,702,73.0,59.12,10.142857142857142,0.0,56.0,323500,171467,3344.32,586
683,2020-09-16,September,Wednesday,17:00:00,2929.41,19297.2833,939,75.9,55.8,10.75,0.0,34.0,323500,171467,1954.52,324
684,2020-09-16,September,Wednesday,18:00:00,3074.461,19252.2667,1044,79.0,54.08,10.5,0.0,53.0,323500,171467,3305.66,536
685,2020-09-16,September,Wednesday,19:00:00,2392.553,15202.0667,799,80.1,52.16,10.416666666666666,0.0,27.0,323500,171467,1642.17,260
686,2020-09-16,September,Wednesday,20:00:00,1695.203,10352.65,581,82.0,50.97,9.642857142857142,0.0,37.0,323500,171467,2641.99,317
687,2020-09-16,September,Wednesday,21:00:00,1642.458,10517.0333,528,82.9,47.62,10.666666666666666,0.0,10.0,323500,171467,984.51,123
688,2020-09-17,September,Thursday,05:00:00,144.443,839.05,39,71.1,68.21,7.083333333333333,0.0,10.0,322703,171455,350.73,20
689,2020-09-17,September,Thursday,06:00:00,315.258,1214.15,100,70.0,70.81,8.5,0.0,7.0,322703,171455,573.46,70
690,2020-09-17,September,Thursday,07:00:00,433.396,1866.4667,160,66.9,84.56,9.25,0.0,11.0,322703,171455,939.16,111
691,2020-09-17,September,Thursday,08:00:00,527.3,2256.75,211,67.45,78.535,10.2,0.0,26.0,322703,171455,2280.79,287
692,2020-09-17,September,Thursday,09:00:00,496.632,2374.65,197,68.0,75.84,10.916666666666666,0.0,26.0,322703,171455,1423.51,242
693,2020-09-17,September,Thursday,10:00:00,540.037,3601.4833,264,65.63333333333334,72.68333333333332,11.5625,0.0,29.0,322703,171455,2776.72,463
694,2020-09-17,September,Thursday,11:00:00,952.268,5044.9667,366,66.0,72.72,12.083333333333334,0.0,36.0,322703,171455,2202.11,329
695,2020-09-17,September,Thursday,12:00:00,1140.084,6438.1833,442,64.9,72.61,16.0,0.0,50.0,322703,171455,3479.55,541
696,2020-09-17,September,Thursday,13:00:00,1239.054,7047.5333,468,64.0,69.92,14.333333333333334,0.0,23.0,322703,171455,2131.31,342
697,2020-09-17,September,Thursday,14:00:00,1390.055,8003.3,485,64.9,60.9,15.214285714285714,0.0,55.0,322703,171455,3614.56,585
698,2020-09-17,September,Thursday,15:00:00,1475.972,8392.2333,521,66.0,56.27,15.75,0.0,28.0,322703,171455,2143.02,369
699,2020-09-17,September,Thursday,16:00:00,2054.446,13472.8,672,68.0,46.76,15.714285714285714,0.0,52.0,322703,171455,3340.31,555
700,2020-09-17,September,Thursday,17:00:00,2813.684,15845.3667,866,68.0,45.19,15.166666666666666,0.0,39.0,322703,171455,2262.77,342
701,2020-09-17,September,Thursday,18:00:00,2323.862,14600.8333,851,68.0,46.76,13.857142857142858,0.0,33.0,322703,171455,3443.77,544
702,2020-09-17,September,Thursday,19:00:00,2003.581,11742.8667,718,68.0,46.76,13.083333333333334,0.0,18.0,322703,171455,2064.57,247
703,2020-09-17,September,Thursday,20:00:00,1539.225,9472.0167,551,68.0,43.51,13.785714285714286,0.0,29.0,322703,171455,2364.83,322
704,2020-09-17,September,Thursday,21:00:00,1454.63,9282.4333,491,66.0,46.62,14.5,0.0,20.0,322703,171455,899.13,132
705,2020-09-17,September,Thursday,22:00:00,4.203,19.5667,4,64.9,46.81,13.285714285714286,0.0,13.0,322703,171455,1193.31,173
706,2020-09-18,September,Friday,05:00:00,166.704,769.0833,57,60.1,59.59,8.25,0.0,9.0,329339,179021,345.44,27
707,2020-09-18,September,Friday,06:00:00,218.017,1052.0667,81,61.0,57.72,8.428571428571429,0.0,4.0,329339,179021,785.79,83
708,2020-09-18,September,Friday,07:00:00,313.888,1463.75,149,61.0,59.71,11.0,0.0,13.0,329339,179021,887.85,103
709,2020-09-18,September,Friday,08:00:00,430.849,1662.8667,177,61.0,55.57,12.428571428571429,0.0,21.0,329339,179021,2652.01,316
710,2020-09-18,September,Friday,09:00:00,536.502,2643.1833,207,59.0,57.66,14.5,0.0,17.0,329339,179021,1811.54,265
711,2020-09-18,September,Friday,10:00:00,731.552,4072.0667,274,57.9,57.51,13.785714285714286,0.0,30.0,329339,179021,3355.79,499
712,2020-09-18,September,Friday,11:00:00,752.022,4127.1,322,57.0,54.99,13.5,0.0,32.0,329339,179021,2130.3,328
713,2020-09-18,September,Friday,12:00:00,1004.593,5284.4,411,57.0,59.4,13.5,0.0,35.0,329339,179021,3715.83,593
714,2020-09-18,September,Friday,13:00:00,1142.072,7053.4167,446,57.9,55.55,14.583333333333334,0.0,32.0,329339,179021,2502.64,316
715,2020-09-18,September,Friday,14:00:00,1250.912,6878.0167,473,59.0,45.36,15.538461538461538,0.0,44.0,329339,179021,4167.94,584
716,2020-09-18,September,Friday,15:00:00,1695.331,9985.9333,621,59.0,49.04,14.285714285714286,0.0,38.0,329339,179021,2333.27,354
717,2020-09-18,September,Friday,16:00:00,2021.252,12087.75,691,60.1,42.09,14.428571428571429,0.0,64.0,329339,179021,3724.72,591
718,2020-09-18,September,Friday,17:00:00,2283.571,13302.3,830,59.0,45.36,14.166666666666666,0.0,42.0,329339,179021,2348.25,376
719,2020-09-18,September,Friday,18:00:00,2288.673,12012.5667,831,59.0,47.35,13.428571428571429,0.0,74.0,329339,179021,3776.09,576
720,2020-09-18,September,Friday,19:00:00,2075.835,11841.7333,725,60.1,40.46,15.583333333333334,0.0,25.0,329339,179021,2546.99,320
721,2020-09-18,September,Friday,20:00:00,1599.291,9268.05,580,60.1,40.46,14.285714285714286,0.0,42.0,329339,179021,3216.52,438
722,2020-09-18,September,Friday,21:00:00,1136.805,7338.5833,467,60.1,39.04,13.75,0.0,28.0,329339,179021,1222.39,192
723,2020-09-18,September,Friday,22:00:00,24.167,182.35,7,59.0,40.61,13.0,0.0,33.0,329339,179021,1687.74,233
724,2020-09-18,September,Friday,23:00:00,2.799,12.85,1,57.0,45.22,12.083333333333334,0.0,19.0,329339,179021,755.98,130
725,2020-09-19,September,Saturday,01:00:00,0.01,1.5,1,55.0,48.62,6.75,0.0,12.0,240028,135343,310.12,53
726,2020-09-19,September,Saturday,05:00:00,102.058,411.7167,34,50.0,62.98,1.0,0.0,21.0,240028,135343,192.58,27
727,2020-09-19,September,Saturday,06:00:00,134.601,532.15,43,48.9,68.51,0.5714285714285714,0.0,15.0,240028,135343,369.68,49
728,2020-09-19,September,Saturday,07:00:00,219.995,1004.9167,86,48.9,70.95,1.0,0.0,3.0,240028,135343,517.34,45
729,2020-09-19,September,Saturday,08:00:00,466.503,2050.65,191,48.9,68.51,0.42857142857142855,0.0,10.0,240028,135343,1156.01,127
730,2020-09-19,September,Saturday,09:00:00,678.043,3193.5333,264,50.0,58.44,2.5833333333333335,0.0,26.0,240028,135343,891.06,111
731,2020-09-19,September,Saturday,10:00:00,1180.935,6277.2667,441,48.0,58.16,4.714285714285714,0.0,27.0,240028,135343,2261.6,302
732,2020-09-19,September,Saturday,11:00:00,1549.735,8570.9833,556,48.0,60.76,6.5,0.0,28.0,240028,135343,1363.12,196
733,2020-09-19,September,Saturday,12:00:00,2160.696,12828.4833,779,48.0,60.76,6.571428571428571,0.0,63.0,240028,135343,2479.07,366
734,2020-09-19,September,Saturday,13:00:00,2702.093,16183.3,838,50.0,56.39,8.0,0.0,28.0,240028,135343,1539.62,227
735,2020-09-19,September,Saturday,14:00:00,2777.147,16062.4,894,53.1,52.11,8.785714285714286,0.0,53.0,240028,135343,3485.01,425
736,2020-09-19,September,Saturday,15:00:00,3324.819,20972.7667,1038,57.0,47.04,6.916666666666667,0.0,48.0,240028,135343,2140.55,261
737,2020-09-19,September,Saturday,16:00:00,3188.621,19423.0167,1054,59.0,42.08,3.7857142857142856,0.0,52.0,240028,135343,2968.69,413
738,2020-09-19,September,Saturday,17:00:00,3399.387,20625.3833,1086,61.0,39.19,3.1666666666666665,0.0,29.0,240028,135343,1989.36,251
739,2020-09-19,September,Saturday,18:00:00,3441.546,22143.5167,1147,63.0,37.99,2.923076923076923,0.0,22.0,240028,135343,3255.77,436
740,2020-09-19,September,Saturday,19:00:00,2500.044,16817.3167,920,64.0,35.26,3.3333333333333335,0.0,54.0,240028,135343,1890.03,241
741,2020-09-19,September,Saturday,20:00:00,1871.701,11978.6167,675,64.0,38.0,7.357142857142857,0.0,44.0,240028,135343,2712.32,379
742,2020-09-19,September,Saturday,21:00:00,1592.766,10353.8667,553,64.0,38.0,9.416666666666666,0.0,20.0,240028,135343,1024.46,186
743,2020-09-19,September,Saturday,22:00:00,25.515,165.85,7,63.0,39.36,8.846153846153847,0.0,38.0,240028,135343,1593.73,254
744,2020-09-20,September,Sunday,05:00:00,99.698,545.9167,31,54.0,61.32,0.0,0.0,13.0,175502,101785,119.67,16
745,2020-09-20,September,Sunday,06:00:00,103.701,446.1167,34,53.1,66.13,0.0,0.0,4.0,175502,101785,308.71,34
746,2020-09-20,September,Sunday,07:00:00,272.301,1156.4333,84,53.1,66.13,0.0,0.0,12.0,175502,101785,318.28000000000003,46
747,2020-09-20,September,Sunday,08:00:00,367.398,1712.3,131,53.1,68.46,0.0,0.0,18.0,175502,101785,924.95,113
748,2020-09-20,September,Sunday,09:00:00,645.858,3216.2333,238,51.1,73.69,0.8333333333333334,0.0,0.0,175502,101785,892.49,98
749,2020-09-20,September,Sunday,10:00:00,1098.24,5783.5833,406,50.0,68.1,1.5714285714285714,0.0,25.0,175502,101785,1895.59,216
750,2020-09-20,September,Sunday,11:00:00,1855.933,9218.9667,693,51.1,63.12,2.75,0.0,11.0,175502,101785,1420.76,172
751,2020-09-20,September,Sunday,12:00:00,2177.218,12623.1,718,51.1,60.46,3.5,0.0,26.0,175502,101785,2240.0,322
752,2020-09-20,September,Sunday,13:00:00,2371.857,14806.0833,777,53.1,58.64,4.416666666666667,0.0,22.0,175502,101785,1604.26,205
753,2020-09-20,September,Sunday,14:00:00,2753.117,17197.2167,825,57.9,47.18,6.142857142857143,0.0,31.0,175502,101785,2919.38,311
754,2020-09-20,September,Sunday,15:00:00,3406.195,21769.4333,1081,63.0,37.99,7.416666666666667,0.0,18.0,175502,101785,1863.25,201
755,2020-09-20,September,Sunday,16:00:00,3609.608,23106.95,1035,66.0,35.44,9.428571428571429,0.0,47.0,175502,101785,2611.23,310
756,2020-09-20,September,Sunday,17:00:00,3519.379,23412.4333,1030,68.0,33.07,10.0,0.0,32.0,175502,101785,2102.55,197
757,2020-09-20,September,Sunday,18:00:00,3100.326,22002.8833,1009,69.1,28.51,10.214285714285714,0.0,48.0,175502,101785,3376.77,344
758,2020-09-20,September,Sunday,19:00:00,2180.047,14539.1667,737,71.1,26.63,8.5,0.0,28.0,175502,101785,2602.66,225
759,2020-09-20,September,Sunday,20:00:00,1563.6,10327.5,538,72.0,25.83,8.5,0.0,50.0,175502,101785,3375.27,288
760,2020-09-20,September,Sunday,21:00:00,1415.633,9075.4333,421,72.0,24.72,8.166666666666666,0.0,22.0,175502,101785,1279.64,113
761,2020-09-20,September,Sunday,22:00:00,18.965,106.2333,5,71.1,26.63,8.785714285714286,0.0,30.0,175502,101785,1714.88,159
762,2020-09-20,September,Sunday,23:00:00,0.062,5.6667,3,69.1,38.82,7.916666666666667,0.0,15.0,175502,101785,1504.94,121
763,2020-09-21,September,Monday,05:00:00,88.118,272.0,34,62.1,34.81,7.75,0.0,9.0,312717,160531,264.83,29
764,2020-09-21,September,Monday,06:00:00,193.926,622.8667,76,60.1,39.04,8.428571428571429,0.0,11.0,312717,160531,1015.54,87
765,2020-09-21,September,Monday,07:00:00,284.531,1067.0333,121,59.0,40.61,7.75,0.0,14.0,312717,160531,1085.67,103
766,2020-09-21,September,Monday,08:00:00,407.561,1710.75,167,57.0,45.22,6.0,0.0,35.0,312717,160531,2584.29,309
767,2020-09-21,September,Monday,09:00:00,372.557,2302.2,177,55.9,48.95,6.75,0.0,19.0,312717,160531,1818.99,256
768,2020-09-21,September,Monday,10:00:00,453.17,2398.9667,207,55.0,50.58,6.785714285714286,0.0,23.0,312717,160531,3232.93,488
769,2020-09-21,September,Monday,11:00:00,700.745,4496.1333,309,54.0,54.34,4.916666666666667,0.0,17.0,312717,160531,1976.82,280
770,2020-09-21,September,Monday,12:00:00,946.346,5760.1667,340,52.0,58.48,3.5,0.0,34.0,312717,160531,3570.56,536
771,2020-09-21,September,Monday,13:00:00,937.305,4684.0,321,54.0,54.34,4.833333333333333,0.0,27.0,312717,160531,2862.59,363
772,2020-09-21,September,Monday,14:00:00,944.696,4875.0667,310,57.0,50.88,7.214285714285714,0.0,38.0,312717,160531,3877.57,613
773,2020-09-21,September,Monday,15:00:00,1469.32,8713.85,439,63.0,46.34,6.916666666666667,0.0,40.0,312717,160531,1861.11,304
774,2020-09-21,September,Monday,16:00:00,1873.998,11169.6833,531,66.9,43.67,6.928571428571429,0.0,61.0,312717,160531,3825.81,574
775,2020-09-21,September,Monday,17:00:00,1819.739,9371.9333,514,69.1,40.48,6.75,0.0,51.0,312717,160531,2866.51,375
776,2020-09-21,September,Monday,18:00:00,1984.089,9964.6,491,71.1,37.81,6.714285714285714,0.0,48.0,312717,160531,3285.58,483
777,2020-09-21,September,Monday,19:00:00,1319.654,6939.7,335,73.0,34.0,7.0,0.0,26.0,312717,160531,1766.43,247
778,2020-09-21,September,Monday,20:00:00,988.368,4656.45,245,73.9,30.54,7.0,0.0,17.0,312717,160531,2772.32,283
