,Date,Month,Day,Time,Escooter Trip Distance Total (km),Escooter Trip Duration Total(mins),Escooter Total Trips,Temperature_F,Humidity%,Wind_Speed_kn,Precipitation (mm),Total Traffic Incidents,Number of Bus Trips,Number of Rail Trips,Taxi Trip Distance (km),Taxi Total Trips
1090,2020-10-08,October,Thursday,10:00:00,660.578,3312.4,206,50.0,76.76,1.0714285714285714,0.0,31.0,334365,174469,2924.63,501
1091,2020-10-08,October,Thursday,11:00:00,757.055,3833.9167,295,51.1,76.86,0.0,0.0,27.0,334365,174469,2074.62,319
1092,2020-10-08,October,Thursday,12:00:00,988.457,5183.4667,359,50.0,76.76,0.0,0.0,41.0,334365,174469,3708.83,571
1093,2020-10-08,October,Thursday,13:00:00,1094.538,5500.2333,350,53.1,73.89,0.0,0.0,35.0,334365,174469,3041.52,388
1094,2020-10-08,October,Thursday,14:00:00,1223.317,5840.9833,354,60.1,57.37,0.0,0.0,48.0,334365,174469,4455.39,642
1095,2020-10-08,October,Thursday,15:00:00,1217.919,5815.8833,420,64.0,46.32,0.6666666666666666,0.0,34.0,334365,174469,2135.56,384
1096,2020-10-08,October,Thursday,16:00:00,1680.559,8805.15,561,68.0,38.94,2.2857142857142856,0.0,47.0,334365,174469,3763.57,606
1097,2020-10-08,October,Thursday,17:00:00,2129.777,10514.3833,641,70.0,33.39,5.916666666666667,0.0,25.0,334365,174469,2234.91,362
1098,2020-10-08,October,Thursday,18:00:00,2635.259,12001.7,815,70.0,32.24,9.714285714285714,0.0,50.0,334365,174469,3671.0,558
1099,2020-10-08,October,Thursday,19:00:00,1473.761,7201.35,566,66.9,43.67,11.083333333333334,0.0,34.0,334365,174469,2436.35,314
1100,2020-10-08,October,Thursday,20:00:00,1066.407,4708.05,358,64.9,52.06,10.857142857142858,0.0,27.0,334365,174469,2700.97,367
1101,2020-10-08,October,Thursday,21:00:00,954.563,5023.2333,369,63.0,51.78,10.666666666666666,0.0,21.0,334365,174469,1032.62,161
1102,2020-10-08,October,Thursday,22:00:00,6.804,31.1667,3,62.1,55.51,10.692307692307692,0.0,16.0,334365,174469,1903.45,199
1103,2020-10-09,October,Friday,00:00:00,1.779,6.4,1,57.9,64.47,6.857142857142857,0.0,11.0,335842,183544,1206.85,124
1104,2020-10-09,October,Friday,03:00:00,14.063,83.35,1,55.9,69.3,4.333333333333333,0.0,3.0,335842,183544,113.91,8
1105,2020-10-09,October,Friday,05:00:00,77.467,287.0667,31,55.0,68.93,4.916666666666667,0.0,0.0,335842,183544,360.59,33
1106,2020-10-09,October,Friday,06:00:00,172.834,529.2,66,54.0,74.26,4.642857142857143,0.0,10.0,335842,183544,823.4399999999999,90
1107,2020-10-09,October,Friday,07:00:00,389.739,1866.5,128,53.1,63.38,4.5,0.0,11.0,335842,183544,757.58,84
1108,2020-10-09,October,Friday,08:00:00,523.032,2218.6333,217,53.1,44.42,6.142857142857143,0.0,11.0,335842,183544,2164.2,297
1109,2020-10-09,October,Friday,09:00:00,518.401,2349.8167,174,52.0,48.34,4.75,0.0,17.0,335842,183544,1856.74,249
1110,2020-10-09,October,Friday,10:00:00,847.862,3708.2833,269,52.0,54.26,5.0,0.0,20.0,335842,183544,3840.52,539
1111,2020-10-09,October,Friday,11:00:00,1097.383,5260.2667,331,52.0,58.48,4.5,0.0,29.0,335842,183544,2230.64,342
1112,2020-10-09,October,Friday,12:00:00,1402.69,7681.8333,424,53.1,58.64,5.714285714285714,0.0,52.0,335842,183544,3487.65,535
1113,2020-10-09,October,Friday,13:00:00,1668.07,8626.7833,528,55.0,59.13,6.833333333333333,0.0,40.0,335842,183544,2597.17,365
1114,2020-10-09,October,Friday,14:00:00,2125.381,11034.05,634,60.1,53.15,8.071428571428571,0.0,43.0,335842,183544,4657.38,636
1115,2020-10-09,October,Friday,15:00:00,2490.719,11987.5,710,66.0,56.27,9.0,0.0,51.0,335842,183544,2621.93,407
1116,2020-10-09,October,Friday,16:00:00,2931.788,13946.0,813,71.1,58.65,12.428571428571429,0.0,63.0,335842,183544,4124.76,692
1117,2020-10-09,October,Friday,17:00:00,3682.135,18213.5167,1082,75.9,49.91,16.916666666666668,0.0,49.0,335842,183544,2565.07,405
1118,2020-10-09,October,Friday,18:00:00,4133.16,21812.8833,1167,79.0,43.59,15.857142857142858,0.0,43.0,335842,183544,4871.67,626
1119,2020-10-09,October,Friday,19:00:00,2957.705,14681.05,915,79.0,40.67,18.25,0.0,32.0,335842,183544,2711.92,346
1120,2020-10-09,October,Friday,20:00:00,2768.503,15054.8167,822,79.0,39.06,13.857142857142858,0.0,34.0,335842,183544,3416.96,448
1121,2020-10-09,October,Friday,21:00:00,2117.052,12078.3167,682,80.1,34.98,16.333333333333332,0.0,14.0,335842,183544,1104.65,164
1122,2020-10-09,October,Friday,22:00:00,6.62,24.05,4,81.0,31.52,14.785714285714286,0.0,33.0,335842,183544,1743.61,235
1123,2020-10-10,October,Saturday,03:00:00,13.873,81.1667,1,73.0,55.0,11.0,0.0,9.0,248858,137846,186.37,31
1124,2020-10-10,October,Saturday,05:00:00,120.649,566.6333,37,70.0,65.45,8.666666666666666,0.0,4.0,248858,137846,286.7,22
1125,2020-10-10,October,Saturday,06:00:00,141.95,550.7,54,69.1,67.5,10.928571428571429,0.0,11.0,248858,137846,720.34,58
1126,2020-10-10,October,Saturday,07:00:00,297.847,1243.8167,97,69.1,67.5,10.666666666666666,0.0,10.0,248858,137846,503.85,45
1127,2020-10-10,October,Saturday,08:00:00,552.149,2283.7,197,68.0,70.1,10.571428571428571,0.0,16.0,248858,137846,1293.82,151
1128,2020-10-10,October,Saturday,09:00:00,797.487,3212.6167,283,66.0,75.12,12.75,0.0,8.0,248858,137846,877.83,113
1129,2020-10-10,October,Saturday,10:00:00,1498.676,6227.6667,467,66.0,75.12,10.071428571428571,0.0,27.0,248858,137846,2350.77,279
1130,2020-10-10,October,Saturday,11:00:00,1947.904,9130.7833,596,66.0,78.14,10.083333333333334,0.0,22.0,248858,137846,1543.34,205
1131,2020-10-10,October,Saturday,12:00:00,2129.96,10101.4833,670,64.9,81.19,9.285714285714286,0.0,40.0,248858,137846,2559.64,370
1132,2020-10-10,October,Saturday,13:00:00,2705.329,14113.05,841,64.0,83.78,9.25,0.0,17.0,248858,137846,1909.94,250
1133,2020-10-10,October,Saturday,14:00:00,3164.182,14263.6667,888,66.9,78.77,7.5,0.0,41.0,248858,137846,3279.47,413
1134,2020-10-10,October,Saturday,15:00:00,3208.701,16322.15,1000,70.0,70.81,10.75,0.0,34.0,248858,137846,1873.12,275
1135,2020-10-10,October,Saturday,16:00:00,3610.029,18243.2833,1021,72.0,68.31,9.0,0.0,51.0,248858,137846,2747.83,434
1136,2020-10-10,October,Saturday,17:00:00,3343.827,17520.3167,989,74.0,63.895,5.846153846153846,0.0,32.0,248858,137846,1604.66,246
1137,2020-10-10,October,Saturday,18:00:00,2715.663,14167.4667,882,75.9,58.04,6.142857142857143,0.0,50.0,248858,137846,2895.58,440
1138,2020-10-10,October,Saturday,19:00:00,2018.222,10163.3667,682,66.9,61.16,13.583333333333334,0.0,21.0,248858,137846,1444.52,239
1139,2020-10-10,October,Saturday,20:00:00,1485.549,8187.15,558,66.9,56.82,9.5,0.0,30.0,248858,137846,2224.52,343
1140,2020-10-10,October,Saturday,21:00:00,1211.147,6154.6833,457,66.9,48.56,13.333333333333334,0.0,15.0,248858,137846,1003.69,169
1141,2020-10-10,October,Saturday,22:00:00,11.496,44.9667,4,64.0,49.99,14.285714285714286,0.0,36.0,248858,137846,1320.59,212
1142,2020-10-11,October,Sunday,03:00:00,25.154,42.6833,1,57.9,71.9,10.166666666666666,0.0,16.0,181194,103244,300.12,43
1143,2020-10-11,October,Sunday,05:00:00,81.877,397.5,34,57.9,74.91,8.666666666666666,0.0,10.0,181194,103244,85.03,19
1144,2020-10-11,October,Sunday,06:00:00,164.191,579.9833,48,60.1,69.24,9.0,0.0,9.0,181194,103244,439.68,45
1145,2020-10-11,October,Sunday,07:00:00,167.18,720.0,72,60.1,66.46,11.166666666666666,0.0,11.0,181194,103244,340.08,41
1146,2020-10-11,October,Sunday,08:00:00,312.207,1272.7333,105,59.0,69.12,10.642857142857142,0.0,18.0,181194,103244,755.42,104
1147,2020-10-11,October,Sunday,09:00:00,516.003,2119.8,193,57.9,71.9,9.416666666666666,0.0,10.0,181194,103244,829.68,82
1148,2020-10-11,October,Sunday,10:00:00,1046.014,5131.2333,357,57.0,77.38,8.0,0.0,21.0,181194,103244,2016.33,217
1149,2020-10-11,October,Sunday,11:00:00,1756.87,8927.5667,527,57.0,80.6,6.583333333333333,0.0,13.0,181194,103244,1693.49,163
1150,2020-10-11,October,Sunday,12:00:00,2024.545,9680.1833,614,59.0,79.15,6.0,0.0,30.0,181194,103244,2398.77,319
1151,2020-10-11,October,Sunday,13:00:00,2081.671,10690.0833,630,60.1,77.65,7.25,0.0,40.0,181194,103244,1968.47,186
1152,2020-10-11,October,Sunday,14:00:00,2705.453,14200.0667,755,62.1,72.33,8.8,0.0,25.0,181194,103244,3367.82,372
1153,2020-10-11,October,Sunday,15:00:00,2850.211,15359.2167,808,63.0,67.29,6.083333333333333,0.0,23.0,181194,103244,1774.33,222
1154,2020-10-11,October,Sunday,16:00:00,2993.085,16819.1,840,64.9,62.96,4.714285714285714,0.0,27.0,181194,103244,2788.72,329
1155,2020-10-11,October,Sunday,17:00:00,2781.763,16020.3667,754,66.0,58.62,6.5,0.0,16.0,181194,103244,2056.39,205
1156,2020-10-11,October,Sunday,18:00:00,2229.88,14492.6333,794,66.0,60.6,7.214285714285714,0.0,15.0,181194,103244,2659.84,308
1157,2020-10-11,October,Sunday,19:00:00,1953.832,10441.3833,534,66.9,58.74,7.166666666666667,0.0,36.0,181194,103244,3014.24,217
1158,2020-10-11,October,Sunday,20:00:00,1556.259,8397.9,464,66.9,61.16,8.428571428571429,0.0,33.0,181194,103244,3515.16,302
1159,2020-10-11,October,Sunday,21:00:00,1104.197,6278.0167,343,66.9,61.16,8.416666666666666,0.0,20.0,181194,103244,1140.95,120
1160,2020-10-11,October,Sunday,22:00:00,47.428,101.1,6,68.0,58.88,8.0,0.0,10.0,181194,103244,1801.38,183
1161,2020-10-12,October,Monday,03:00:00,14.458,64.6,1,66.0,72.72,7.25,0.0,2.0,271925,145635,73.71000000000001,10
1162,2020-10-12,October,Monday,05:00:00,93.178,438.3833,29,66.0,69.88,9.333333333333334,0.0,10.0,271925,145635,389.17,29
1163,2020-10-12,October,Monday,06:00:00,228.806,740.6667,76,64.9,72.61,11.214285714285714,0.0,18.0,271925,145635,653.11,62
1164,2020-10-12,October,Monday,07:00:00,244.632,851.7833,103,63.0,75.11,10.25,0.0,11.0,271925,145635,743.88,95
1165,2020-10-12,October,Monday,08:00:00,475.581,1463.3833,150,62.1,77.53,9.857142857142858,0.0,11.0,271925,145635,2329.31,298
1166,2020-10-12,October,Monday,09:00:00,542.164,1986.8667,168,61.0,80.61,7.25,0.0,10.0,271925,145635,2002.94,233
1167,2020-10-12,October,Monday,10:00:00,632.162,2786.5333,216,61.0,83.29,8.142857142857142,0.0,26.0,271925,145635,3011.01,445
1168,2020-10-12,October,Monday,11:00:00,703.441,3338.7667,236,60.1,85.99,8.5,0.0,18.0,271925,145635,1795.98,292
1169,2020-10-12,October,Monday,12:00:00,586.658,3154.1167,238,60.1,85.99,9.6875,0.0,47.0,271925,145635,3955.17,538
1170,2020-10-12,October,Monday,13:00:00,332.769,1393.3,138,62.1,86.11,10.166666666666666,0.0,46.0,271925,145635,2246.16,364
1171,2020-10-12,October,Monday,14:00:00,274.046,1257.2333,109,64.0,83.78,11.285714285714286,0.0,70.0,271925,145635,4281.36,616
1172,2020-10-12,October,Monday,15:00:00,508.19,2423.1333,211,64.9,81.19,13.583333333333334,0.0,51.0,271925,145635,2035.9,360
1173,2020-10-12,October,Monday,16:00:00,720.035,3619.1833,259,66.0,81.27,13.266666666666667,0.0,75.0,271925,145635,3881.44,538
1174,2020-10-12,October,Monday,17:00:00,1283.473,5959.1333,451,66.05,86.8175,8.666666666666666,0.4233,31.0,271925,145635,2019.66,312
1175,2020-10-12,October,Monday,18:00:00,1172.028,5948.2167,418,62.8,88.576,14.277777777777779,0.8297,30.0,271925,145635,3214.91,414
1176,2020-10-12,October,Monday,19:00:00,1060.256,4833.6667,361,56.120000000000005,86.15599999999999,15.357142857142858,0.9769,11.0,271925,145635,1778.77,215
1177,2020-10-12,October,Monday,20:00:00,673.947,3184.0667,238,56.26666666666667,83.6,13.4,5.207,30.0,271925,145635,3084.94,300
1178,2020-10-12,October,Monday,21:00:00,424.009,2107.0167,174,55.9,77.28,13.076923076923077,0.0719976551724138,16.0,271925,145635,717.28,109
1179,2020-10-12,October,Monday,22:00:00,0.01,1.6833,1,57.9,69.52,14.272727272727273,0.0,21.0,271925,145635,1828.81,151
1180,2020-10-13,October,Tuesday,03:00:00,14.974,100.65,1,52.0,68.86,3.0,0.0,2.0,334145,170998,150.92000000000002,18
1181,2020-10-13,October,Tuesday,05:00:00,60.987,124.85,21,48.0,76.58,4.555555555555555,0.0,6.0,334145,170998,259.34000000000003,21
1182,2020-10-13,October,Tuesday,06:00:00,185.955,529.6667,65,48.0,70.85,3.7142857142857144,0.0,10.0,334145,170998,629.01,76
1183,2020-10-13,October,Tuesday,07:00:00,271.691,871.7167,113,48.9,65.62,4.166666666666667,0.0,13.0,334145,170998,888.98,102
1184,2020-10-13,October,Tuesday,08:00:00,399.979,1422.7333,150,46.0,76.4,2.357142857142857,0.0,25.0,334145,170998,2839.6,353
1185,2020-10-13,October,Tuesday,09:00:00,527.726,2168.3,170,45.0,76.01,3.0833333333333335,0.0,22.0,334145,170998,1570.56,273
1186,2020-10-13,October,Tuesday,10:00:00,464.664,1838.45,169,44.1,75.93,3.7142857142857144,0.0,30.0,334145,170998,3049.55,488
1187,2020-10-13,October,Tuesday,11:00:00,876.331,3545.45,263,44.1,75.93,4.166666666666667,0.0,22.0,334145,170998,1677.93,302
1188,2020-10-13,October,Tuesday,12:00:00,832.088,4131.5,313,45.0,70.53,6.5,0.0,39.0,334145,170998,4255.2,556
1189,2020-10-13,October,Tuesday,13:00:00,973.102,4362.9667,295,46.0,70.64,5.833333333333333,0.0,27.0,334145,170998,2838.05,404
1190,2020-10-13,October,Tuesday,14:00:00,1085.844,5182.8,324,51.1,58.36,7.571428571428571,0.0,39.0,334145,170998,4284.96,649
1191,2020-10-13,October,Tuesday,15:00:00,1353.511,7635.7167,465,59.0,38.87,11.416666666666666,0.0,31.0,334145,170998,2288.03,373
1192,2020-10-13,October,Tuesday,16:00:00,1402.086,6706.95,450,63.0,32.53,12.857142857142858,0.0,42.0,334145,170998,3124.41,563
1193,2020-10-13,October,Tuesday,17:00:00,2187.021,10762.2333,676,66.0,28.03,16.166666666666668,0.0,46.0,334145,170998,2154.26,368
1194,2020-10-13,October,Tuesday,18:00:00,2004.799,9365.15,628,66.9,27.17,17.0,0.0,44.0,334145,170998,3440.91,545
1195,2020-10-13,October,Tuesday,19:00:00,1396.983,5630.1,415,69.1,26.32,19.25,0.0,24.0,334145,170998,1967.32,258
1196,2020-10-13,October,Tuesday,20:00:00,995.548,4552.4333,315,72.0,24.72,18.071428571428573,0.0,25.0,334145,170998,2470.47,306
1197,2020-10-13,October,Tuesday,21:00:00,876.444,3556.2,314,73.0,23.9,19.416666666666668,0.0,14.0,334145,170998,1035.16,128
1198,2020-10-13,October,Tuesday,22:00:00,21.513,113.2333,2,73.0,25.88,18.0,0.0,17.0,334145,170998,1209.15,139
1199,2020-10-14,October,Wednesday,05:00:00,88.071,268.6,33,54.0,44.92,4.833333333333333,0.0,4.0,334911,172419,357.03,29
1200,2020-10-14,October,Wednesday,06:00:00,180.266,683.45,69,52.0,48.34,4.357142857142857,0.0,16.0,334911,172419,765.1,76
1201,2020-10-14,October,Wednesday,07:00:00,345.291,1026.6167,116,51.1,49.98,2.0833333333333335,0.0,22.0,334911,172419,818.22,90
1202,2020-10-14,October,Wednesday,08:00:00,394.831,1430.5333,155,48.9,56.23,2.5,0.0,14.0,334911,172419,2120.98,323
1203,2020-10-14,October,Wednesday,09:00:00,576.388,2243.5167,184,50.0,53.97,1.9166666666666667,0.0,16.0,334911,172419,1852.91,271
1204,2020-10-14,October,Wednesday,10:00:00,571.363,2053.5833,186,48.0,58.16,0.42857142857142855,0.0,21.0,334911,172419,2988.74,507
1205,2020-10-14,October,Wednesday,11:00:00,716.257,2954.3167,241,48.0,60.76,2.727272727272727,0.0,16.0,334911,172419,2186.52,359
1206,2020-10-14,October,Wednesday,12:00:00,880.538,3898.4667,325,50.0,56.39,6.6,0.0,24.0,334911,172419,3183.88,552
1207,2020-10-14,October,Wednesday,13:00:00,847.021,3712.2,284,51.1,54.13,5.0,0.0,30.0,334911,172419,2488.89,383
1208,2020-10-14,October,Wednesday,14:00:00,1365.244,5490.5833,384,54.0,52.45,7.0,0.0,46.0,334911,172419,4138.23,627
1209,2020-10-14,October,Wednesday,15:00:00,1643.464,7918.2167,486,57.0,48.73,11.0,0.0,39.0,334911,172419,1989.24,342
1210,2020-10-14,October,Wednesday,16:00:00,1768.617,9278.7333,538,60.1,43.61,13.0,0.0,44.0,334911,172419,3428.33,561
1211,2020-10-14,October,Wednesday,17:00:00,2140.403,10471.15,675,64.0,35.26,15.0,0.0,48.0,334911,172419,2378.23,401
1212,2020-10-14,October,Wednesday,18:00:00,1988.781,9535.2,629,68.0,33.07,14.0,0.0,33.0,334911,172419,3005.75,501
1213,2020-10-14,October,Wednesday,19:00:00,1591.5,7998.4333,544,73.0,27.89,20.0,0.0,20.0,334911,172419,1451.35,245
1214,2020-10-14,October,Wednesday,20:00:00,1433.078,7018.85,451,75.9,25.31,20.6,0.0,25.0,334911,172419,2059.11,270
1215,2020-10-14,October,Wednesday,21:00:00,1105.731,5592.6667,372,78.1,22.71,20.583333333333332,0.0,15.0,334911,172419,1167.55,145
1216,2020-10-14,October,Wednesday,22:00:00,28.257,82.65,8,77.0,23.55,16.923076923076923,0.0,24.0,334911,172419,1061.65,151
1217,2020-10-15,October,Thursday,05:00:00,170.074,371.15,37,66.0,35.44,14.444444444444445,0.0,2.0,323424,172888,373.65,29
1218,2020-10-15,October,Thursday,06:00:00,248.404,693.8667,70,64.0,38.0,11.428571428571429,0.0719976551724138,8.0,323424,172888,952.48,100
1219,2020-10-15,October,Thursday,07:00:00,401.215,1098.25,136,64.0,38.0,15.416666666666666,0.0719976551724138,14.0,323424,172888,897.37,130
1220,2020-10-15,October,Thursday,08:00:00,358.016,1552.45,149,62.1,40.62,16.428571428571427,0.0,36.0,323424,172888,2348.08,318
1221,2020-10-15,October,Thursday,09:00:00,428.573,1839.4833,165,57.9,37.31,18.5,0.0,21.0,323424,172888,1571.47,262
1222,2020-10-15,October,Thursday,10:00:00,439.511,2345.8833,185,52.0,52.36,17.571428571428573,0.0,24.0,323424,172888,3205.61,526
1223,2020-10-15,October,Thursday,11:00:00,716.121,2789.8,238,50.0,53.97,14.333333333333334,0.0,23.0,323424,172888,2201.23,326
1224,2020-10-15,October,Thursday,12:00:00,755.722,3046.35,289,50.0,53.97,12.357142857142858,0.0,45.0,323424,172888,4116.91,627
1225,2020-10-15,October,Thursday,13:00:00,842.225,3630.1833,297,48.9,56.23,11.166666666666666,0.0,38.0,323424,172888,2622.55,381
1226,2020-10-15,October,Thursday,14:00:00,949.69,5281.3,311,50.0,53.97,11.714285714285714,0.0,43.0,323424,172888,5212.55,688
1227,2020-10-15,October,Thursday,15:00:00,1041.923,5324.2333,357,50.0,53.97,11.25,0.0,27.0,323424,172888,2485.12,394
1228,2020-10-15,October,Thursday,16:00:00,1388.57,6225.55,430,51.1,49.98,10.071428571428571,0.0,54.0,323424,172888,4191.42,632
1229,2020-10-15,October,Thursday,17:00:00,1795.237,7518.6167,566,53.1,44.42,11.0,0.0,39.0,323424,172888,2379.22,372
1230,2020-10-15,October,Thursday,18:00:00,1363.962,6129.3167,526,52.0,48.34,10.714285714285714,0.0,57.0,323424,172888,4205.54,577
1231,2020-10-15,October,Thursday,19:00:00,1065.953,4856.4,371,54.0,42.98,12.083333333333334,0.0,36.0,323424,172888,2203.57,310
1232,2020-10-15,October,Thursday,20:00:00,779.796,3700.3667,272,57.0,33.98,12.642857142857142,0.0,27.0,323424,172888,2769.79,340
1233,2020-10-15,October,Thursday,21:00:00,799.459,3008.1833,265,57.0,30.28,12.333333333333334,0.0,11.0,323424,172888,837.4300000000001,127
1234,2020-10-16,October,Friday,03:00:00,1.728,4.2333,1,45.0,36.4,5.0,0.0,6.0,324544,178507,138.07,14
1235,2020-10-16,October,Friday,05:00:00,33.921,129.8333,20,44.1,37.67,6.555555555555555,0.0,2.0,324544,178507,436.31,32
1236,2020-10-16,October,Friday,06:00:00,138.469,498.5333,61,42.1,42.62,5.5,0.0,5.0,324544,178507,701.8,81
1237,2020-10-16,October,Friday,07:00:00,351.263,927.0833,109,39.9,48.21,4.833333333333333,0.0,8.0,324544,178507,998.69,104
1238,2020-10-16,October,Friday,08:00:00,387.18,1290.7333,157,39.0,52.3,5.214285714285714,0.0,27.0,324544,178507,2367.83,294
1239,2020-10-16,October,Friday,09:00:00,427.622,1829.15,154,37.9,54.6,4.833333333333333,0.0,22.0,324544,178507,2208.06,288
1240,2020-10-16,October,Friday,10:00:00,582.58,2661.6167,206,37.0,56.57,5.357142857142857,0.0,23.0,324544,178507,3487.09,518
1241,2020-10-16,October,Friday,11:00:00,665.676,2945.6833,267,37.0,56.57,5.666666666666667,0.0,24.0,324544,178507,2188.41,346
1242,2020-10-16,October,Friday,12:00:00,815.298,3907.4333,320,37.0,59.24,6.642857142857143,0.0,32.0,324544,178507,4281.13,661
1243,2020-10-16,October,Friday,13:00:00,890.772,4206.8,353,37.9,59.36,8.416666666666666,0.0,40.0,324544,178507,2507.0,346
1244,2020-10-16,October,Friday,14:00:00,884.507,4622.9333,354,43.0,48.7,9.857142857142858,0.0,52.0,324544,178507,4856.7,653
1245,2020-10-16,October,Friday,15:00:00,1383.382,6868.2,520,46.0,41.84,11.166666666666666,0.0,26.0,324544,178507,2796.83,405
1246,2020-10-16,October,Friday,16:00:00,1175.917,5864.8667,479,50.0,36.01,12.214285714285714,0.0,62.0,324544,178507,3714.9,590
1247,2020-10-16,October,Friday,17:00:00,1430.954,6908.8167,561,50.0,34.39,13.25,0.0,38.0,324544,178507,2149.93,357
1248,2020-10-16,October,Friday,18:00:00,1590.505,8542.4667,597,48.0,47.32,11.785714285714286,0.0,63.0,324544,178507,3660.06,556
1249,2020-10-16,October,Friday,19:00:00,969.599,6141.9833,466,52.0,39.3,13.583333333333334,0.0,30.0,324544,178507,2905.09,327
1250,2020-10-16,October,Friday,20:00:00,863.954,4536.25,367,53.1,36.22,13.285714285714286,0.0,41.0,324544,178507,3556.17,422
1251,2020-10-16,October,Friday,21:00:00,719.031,3628.3667,331,55.0,32.56,11.833333333333334,0.0,19.0,324544,178507,1145.61,179
1252,2020-10-16,October,Friday,22:00:00,3.478,37.7333,2,50.0,45.93,13.714285714285714,0.0,27.0,324544,178507,1706.76,225
1253,2020-10-17,October,Saturday,00:00:00,0.995,4.8,1,48.9,44.1,6.642857142857143,0.0,24.0,231563,134238,1241.68,194
1254,2020-10-17,October,Saturday,05:00:00,46.716,148.0,14,44.1,48.88,5.25,0.0,6.0,231563,134238,203.65,26
1255,2020-10-17,October,Saturday,06:00:00,91.426,329.4667,38,42.1,52.78,4.357142857142857,0.0,10.0,231563,134238,278.81,34
1256,2020-10-17,October,Saturday,07:00:00,130.813,697.4667,65,39.9,62.15,4.166666666666667,0.0,3.0,231563,134238,455.31,50
1257,2020-10-17,October,Saturday,08:00:00,265.171,1030.4167,115,39.0,64.37,4.714285714285714,0.0,6.0,231563,134238,1076.49,142
1258,2020-10-17,October,Saturday,09:00:00,505.418,2589.45,210,39.0,61.78,5.333333333333333,0.0,13.0,231563,134238,839.64,126
1259,2020-10-17,October,Saturday,10:00:00,700.854,3574.3833,294,39.9,59.65,5.571428571428571,0.0,17.0,231563,134238,2096.77,297
1260,2020-10-17,October,Saturday,11:00:00,830.933,3546.2333,324,41.0,57.15,5.666666666666667,0.0,22.0,231563,134238,1408.83,222
1261,2020-10-17,October,Saturday,12:00:00,926.7,5065.5,362,42.1,52.78,7.5,0.0,22.0,231563,134238,2240.12,381
1262,2020-10-17,October,Saturday,13:00:00,1562.418,7901.2167,536,44.1,46.7,7.916666666666667,0.0,33.0,231563,134238,1814.23,242
1263,2020-10-17,October,Saturday,14:00:00,1794.752,9301.8167,728,48.0,35.38,11.928571428571429,0.0,46.0,231563,134238,2769.98,402
1264,2020-10-17,October,Saturday,15:00:00,1735.194,9606.3167,658,51.1,34.57,15.916666666666666,0.0,24.0,231563,134238,2079.1,291
1265,2020-10-17,October,Saturday,16:00:00,1892.963,9633.45,640,52.0,34.72,14.928571428571429,0.0,39.0,231563,134238,2540.47,432
1266,2020-10-17,October,Saturday,17:00:00,1382.929,7710.3,556,55.9,31.51,13.25,0.0,32.0,231563,134238,1966.79,251
1267,2020-10-17,October,Saturday,18:00:00,1303.007,7280.5667,557,60.1,28.13,18.714285714285715,0.0,29.0,231563,134238,3089.98,406
1268,2020-10-17,October,Saturday,19:00:00,1403.472,7413.3667,495,64.0,23.61,21.833333333333332,0.0,50.0,231563,134238,1432.11,204
1269,2020-10-17,October,Saturday,20:00:00,1211.466,6426.5667,466,64.9,22.88,21.142857142857142,0.0,38.0,231563,134238,1919.26,309
1270,2020-10-17,October,Saturday,21:00:00,1074.563,6203.6667,407,63.0,23.36,20.083333333333332,0.0,22.0,231563,134238,909.51,141
1271,2020-10-17,October,Saturday,22:00:00,4.192,37.5667,3,62.1,24.12,18.071428571428573,0.0719976551724138,19.0,231563,134238,1109.65,163
1272,2020-10-18,October,Sunday,03:00:00,25.44,45.45,1,60.1,25.89,16.166666666666668,0.0,23.0,150496,92227,257.57,34
1273,2020-10-18,October,Sunday,05:00:00,96.723,295.6167,33,59.0,29.25,16.916666666666668,0.0,3.0,150496,92227,76.59,13
1274,2020-10-18,October,Sunday,06:00:00,59.337,348.0167,28,59.0,29.25,15.357142857142858,0.0,9.0,150496,92227,273.32,34
1275,2020-10-18,October,Sunday,07:00:00,139.087,530.4333,52,59.0,30.48,13.5,0.0,8.0,150496,92227,437.63,44
1276,2020-10-18,October,Sunday,08:00:00,182.977,907.0,68,57.9,32.9,12.142857142857142,0.0,6.0,150496,92227,1268.66,130
1277,2020-10-18,October,Sunday,09:00:00,315.405,1697.0833,141,57.9,34.41,11.666666666666666,0.0,11.0,150496,92227,871.9300000000001,103
1278,2020-10-18,October,Sunday,10:00:00,151.819,716.6167,83,57.9,35.69,10.642857142857142,0.0,32.0,150496,92227,1744.75,228
1279,2020-10-18,October,Sunday,11:00:00,394.171,1649.9667,163,57.0,40.28,9.083333333333334,0.0,22.0,150496,92227,1514.58,182
1280,2020-10-18,October,Sunday,12:00:00,379.777,1744.7333,182,55.0,46.91,8.928571428571429,0.0,38.0,150496,92227,2323.3,301
1281,2020-10-18,October,Sunday,13:00:00,164.075,1127.65,105,54.0,50.42,7.416666666666667,0.0,33.0,150496,92227,1806.72,194
1282,2020-10-18,October,Sunday,14:00:00,307.696,1627.25,152,52.55,57.9,8.866666666666667,0.0,55.0,150496,92227,2873.29,323
1283,2020-10-18,October,Sunday,15:00:00,483.72,2198.5667,248,50.0,68.1,10.666666666666666,0.254,20.0,150496,92227,1636.6,172
1284,2020-10-18,October,Sunday,16:00:00,544.201,2889.6,205,47.63333333333333,80.81666666666666,8.6875,0.7197,42.0,150496,92227,2583.28,317
